지점,지점명,월,시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),전운량(10분위),중하층운량(10분위),최저운고(100m ),시정(10m),지면상태(지면상태코드),지면온도(°C)
108,서울,1,18,0.8,,1.9,270,34,2.2,-13.3,1017.1,1028,0,0.01,0,0,,1887,,-0.4
108,서울,1,19,-0.1,,1.3,290,39,2.4,-12.4,1017.3,1028.2,,,,0,,1911,,-0.7
108,서울,1,20,-0.3,,1.2,320,40,2.4,-12.2,1017.4,1028.3,,,,0,,1936,,-0.8
108,서울,1,21,-0.9,,1.2,320,44,2.5,-11.6,1017.5,1028.5,,,0,0,,1871,,-1.2
108,서울,1,22,-1.3,,0.8,320,48,2.7,-10.9,1017.6,1028.6,,,,0,,1927,,-1.8
108,서울,1,23,-1.6,,0.7,320,51,2.8,-10.4,1017.6,1028.6,,,,0,,1882,,-2.3
108,서울,1,0,-1.8,,1.1,290,54,2.9,-9.8,1017.8,1028.8,,,0,0,,1772,,-2.6
108,서울,1,1,-2.1,,0.8,290,56,2.9,-9.7,1017.7,1028.7,,,,0,,1732,,-3
108,서울,1,2,-2.3,,0.9,20,62,3.2,-8.6,1017.7,1028.7,,,,0,,1560,,-3.3
108,서울,1,3,-2.5,,0.4,0,62,3.2,-8.7,1017.9,1028.9,,,0,0,,1626,,-3.7
108,서울,1,4,-2.7,,0.5,20,67,3.4,-7.9,1017.5,1028.5,,,0,0,,1302,,-3.9
108,서울,1,5,-3.1,,0.6,20,67,3.3,-8.3,1017.4,1028.5,,,0,0,,1384,,-4.1
108,서울,1,6,-3.2,,0.4,0,67,3.2,-8.4,1017.8,1028.9,,,0,0,,1409,,-4.3
108,서울,1,7,-3.2,,0.5,20,69,3.3,-8,1018.1,1029.2,,,0,0,,1249,,-4.3
108,서울,1,8,-3.4,,0.8,360,71,3.4,-7.9,1018.2,1029.3,0,0,0,0,,1179,,-4.4
108,서울,1,9,-3.1,,0.2,0,66,3.2,-8.5,1018.5,1029.6,0,0.12,0,0,,1168,,-3.1
108,서울,1,10,-1.4,,1.9,290,50,2.8,-10.5,1018.9,1029.9,1,0.38,0,0,,1355,,-0.9
108,서울,1,11,-0.4,,2.3,290,40,2.4,-12.3,1019.1,1030.1,1,0.66,0,0,,1633,,-0.1
108,서울,1,12,0.9,,1.9,270,29,1.9,-15.1,1018.5,1029.4,1,0.88,0,0,,1761,,0.1
108,서울,1,13,1.5,,3.6,290,23,1.6,-17.4,1017.7,1028.6,1,0.95,0,0,,1970,,0.9
108,서울,1,14,1.7,,4.4,290,20,1.4,-18.9,1017.4,1028.3,1,0.91,0,0,,1995,,1
108,서울,1,15,1.5,,3,290,22,1.5,-17.9,1017,1027.9,1,0.76,4,0,,1998,,0.6
108,서울,1,16,1.3,,2.9,290,23,1.5,-17.6,1017.2,1028.1,1,0.51,0,0,,2000,,0
108,서울,1,17,0.3,,2.6,270,27,1.7,-16.5,1017.5,1028.4,0.9,0.18,0,0,,2000,,-0.2
108,서울,1,18,-0.8,,2.3,270,24,1.4,-18.9,1018.5,1029.5,0,0.01,3,0,,2000,,-0.9
108,서울,1,19,-1.3,,2.4,290,28,1.6,-17.5,1017.9,1028.9,,,,0,,2000,,-1.4
108,서울,1,20,-1.9,,2.2,320,26,1.4,-18.9,1017.8,1028.8,,,,8,70,2000,,-2.2
108,서울,1,21,-2.6,,2,340,28,1.4,-18.6,1017.4,1028.4,,,3,0,,2000,,-2.9
108,서울,1,22,-3.4,,2.4,290,33,1.6,-17.4,1017.9,1029,,,,5,55,2000,,-2.9
108,서울,1,23,-3.8,,2.3,360,35,1.6,-17,1018.6,1029.7,,,,9,54,2000,,-3.3
108,서울,1,0,-4.3,,1.4,340,38,1.7,-16.5,1019.5,1030.6,,,8,0,,2000,,-3.6
108,서울,1,1,-5,,1.2,340,42,1.8,-15.9,1019.3,1030.5,,,,9,54,1993,,-4.3
108,서울,1,2,-5.5,,2,320,43,1.7,-16.1,1019.9,1031.1,,,,0,61,2000,,-4.8
108,서울,1,3,-6.1,,1.3,320,45,1.7,-16.1,1020.3,1031.5,,,6,0,,1999,,-5.2
108,서울,1,4,-6.1,,2.3,320,45,1.7,-16.1,1020.1,1031.3,,,8,0,,2000,,-5.5
108,서울,1,5,-6.4,,2.4,290,47,1.8,-15.8,1020,1031.2,,,8,0,,1981,,-5.7
108,서울,1,6,-6.7,,2.4,290,48,1.8,-15.9,1019.8,1031,,,6,0,,1991,,-6
108,서울,1,7,-6.9,,2.4,290,48,1.8,-16,1020.3,1031.6,,,4,0,,1974,,-6.2
108,서울,1,8,-7,,1.5,290,49,1.8,-15.9,1020.8,1032.1,0,0,3,0,,1971,,-6.1
108,서울,1,9,-6.8,,1.7,290,44,1.6,-17,1021.3,1032.6,0.6,0.16,1,0,,1858,,-5
108,서울,1,10,-5.6,,2.9,340,38,1.5,-17.6,1021.5,1032.7,1,0.55,6,0,,1752,,-2.4
108,서울,1,11,-4.5,,3.2,290,36,1.6,-17.3,1021.7,1032.9,1,0.77,7,0,,1736,,-0.6
108,서울,1,12,-3.4,,3.1,320,32,1.5,-17.7,1020.7,1031.8,1,1.02,3,0,,1706,,0
108,서울,1,13,-2.2,,2.3,320,31,1.6,-17,1019.9,1030.9,1,1.13,7,0,,1910,,0.9
108,서울,1,14,-1.5,,2.8,320,30,1.6,-16.8,1019.4,1030.4,1,1.1,1,0,,1903,,1.1
108,서울,1,15,-1.1,,2.8,320,29,1.6,-16.9,1019.1,1030.1,1,0.96,4,0,,1976,,0.6
108,서울,1,16,-0.4,,2,290,30,1.8,-15.9,1019.3,1030.3,1,0.62,1,0,,2000,,0
108,서울,1,17,-1.9,,1.8,290,35,1.9,-15.3,1019.2,1030.2,1,0.25,1,0,,2000,,-0.8
108,서울,1,18,-3.1,,2.1,270,39,1.9,-15.1,1018.9,1030,0,0,0,0,,2000,,-1.7
108,서울,1,19,-3.7,,2,290,41,1.9,-15,1019.5,1030.6,,,,0,,2000,,-2.7
108,서울,1,20,-3.9,,2.5,290,44,2,-14.3,1019.3,1030.4,,,,0,,2000,,-3.3
108,서울,1,21,-4.3,,2.8,320,47,2.1,-13.9,1019.3,1030.4,,,7,0,,1997,,-3.9
108,서울,1,22,-5.2,,1.3,340,53,2.2,-13.3,1019.8,1031,,,,0,,1969,,-4.4
108,서울,1,23,-5.9,,0.8,360,54,2.1,-13.7,1020.1,1031.3,,,,0,,1968,,-4.7
108,서울,1,0,-6.3,,1.4,290,54,2.1,-14.1,1019.9,1031.1,,,2,0,,1990,,-5.2
108,서울,1,1,-6.9,,2.3,270,56,2,-14.2,1019.8,1031,,,,0,,1994,,-5.7
108,서울,1,2,-7.3,,2,270,57,2,-14.3,1019.9,1031.2,,,,0,,1978,,-6.1
108,서울,1,3,-7.4,,1.7,290,54,1.9,-15.1,1020.4,1031.7,,,3,0,,1968,,-6.2
108,서울,1,4,-7.5,,1.3,290,55,1.9,-15,1020.1,1031.4,,,3,0,,1984,,-6.2
108,서울,1,5,-7.6,,1.3,360,49,1.7,-16.4,1019.7,1031,,,1,0,,2000,,-6.6
108,서울,1,6,-7.6,,2.3,290,47,1.6,-16.9,1019.3,1030.6,,,1,0,,2000,,-6.5
108,서울,1,7,-8.1,,0.5,320,51,1.7,-16.4,1018.9,1030.2,,,0,0,,1987,,-6.7
108,서울,1,8,-8.6,,0.6,320,55,1.8,-16,1019,1030.3,0,0,3,0,,1984,,-6.8
108,서울,1,9,-7.9,,1.2,20,48,1.6,-17,1019,1030.3,0.3,0.14,7,0,,1926,,-5.5
108,서울,1,10,-6.4,,1,340,43,1.6,-16.9,1019,1030.2,1,0.43,8,0,,1872,,-3
108,서울,1,11,-4.4,,0.8,20,40,1.8,-16,1018.8,1029.9,1,0.69,8,0,,1671,,-0.7
108,서울,1,12,-2.9,,0.9,70,33,1.6,-16.9,1017.3,1028.4,1,0.92,9,0,,1813,,0
108,서울,1,13,-2,,1,20,32,1.7,-16.5,1016.5,1027.5,1,0.91,10,0,,1864,,0.7
108,서울,1,14,-0.8,,1.4,180,32,1.8,-15.4,1015.3,1026.2,1,0.78,10,0,,1846,,0.8
108,서울,1,15,-1.2,,0.8,70,31,1.7,-16.2,1014.9,1025.8,0.6,0.47,9,0,,1732,,0.4
108,서울,1,16,-1.4,,1.8,320,34,1.9,-15.2,1015,1026,0.3,0.3,9,0,,1719,,0
108,서울,1,17,-2.1,,1.4,290,37,1.9,-14.8,1014.9,1025.9,0,0.09,10,10,40,1591,,-0.1
108,서울,1,18,-2.6,,1.4,290,38,1.9,-14.9,1014.6,1025.6,0,0,10,10,40,1604,,-0.7
108,서울,1,19,-2.7,,1.4,290,39,2,-14.7,1014,1025,,,,9,47,1616,,-1
108,서울,1,20,-2.8,,1.7,290,39,1.9,-14.8,1014.3,1025.3,,,,10,41,1702,,-1.4
108,서울,1,21,-3.1,,2,270,41,2,-14.5,1013.9,1024.9,,,9,9,48,1742,,-1.8
108,서울,1,22,-3.6,,1.3,270,46,2.2,-13.5,1013.6,1024.6,,,,5,53,1689,,-2.8
108,서울,1,23,-4,,1.5,320,48,2.2,-13.4,1013.2,1024.3,,,,5,45,1536,,-3.4
108,서울,1,0,-4.7,,1.8,290,52,2.3,-13,1012.7,1023.8,,,4,4,,1611,,-4.1
108,서울,1,1,-5.1,,1.5,290,51,2.1,-13.6,1012.3,1023.4,,,,3,53,1550,,-4.2
108,서울,1,2,-5.3,,1.6,270,52,2.1,-13.6,1012,1023.1,,,,7,49,1481,,-4.5
108,서울,1,3,-5.5,,1.1,290,56,2.3,-12.9,1011.8,1022.9,,,6,6,46,1453,,-4.8
108,서울,1,4,-5.1,,1.7,270,55,2.3,-12.7,1011.5,1022.6,,,10,10,40,1266,,-4.3
108,서울,1,5,-5.1,,1.5,290,55,2.3,-12.7,1011,1022.1,,,9,0,,1452,,-4.1
108,서울,1,6,-5.1,,1.3,270,54,2.3,-12.9,1011,1022.1,,,9,0,,1346,,-4.2
108,서울,1,7,-5.3,,1.1,290,53,2.2,-13.4,1010.8,1021.9,,,8,0,,1300,,-4.7
108,서울,1,8,-5.3,,1,290,51,2.1,-13.8,1010.6,1021.7,0,0,8,0,,1319,,-4.6
108,서울,1,9,-4.7,,1.2,270,49,2.1,-13.8,1010.9,1022,0,0.12,8,0,,1550,,-3.6
108,서울,1,10,-3.3,,1.3,320,50,2.4,-12.2,1011,1022,1,0.4,8,0,,1407,,-1.3
108,서울,1,11,-0.7,,1.5,200,45,2.6,-11.1,1011,1021.9,1,0.76,7,0,,1429,,0
108,서울,1,12,-0.3,,2.2,290,45,2.7,-10.8,1010.1,1021,1,1.01,5,0,,1066,,0.7
108,서울,1,13,0.9,,2,270,43,2.8,-10.2,1009.2,1020,1,0.98,8,0,,1112,,1.5
108,서울,1,14,1.4,,2,290,41,2.8,-10.4,1008.5,1019.3,1,0.99,4,0,,1003,,1.7
108,서울,1,15,1.5,,2.8,290,34,2.3,-12.6,1008.6,1019.4,1,0.84,1,0,,1776,,1.1
108,서울,1,16,1,,2.9,270,34,2.2,-13.1,1009,1019.8,1,0.61,0,0,,2000,,0
108,서울,1,17,-0.6,,3.3,270,45,2.6,-11,1009.3,1020.2,1,0.24,0,0,,1827,,-0.3
108,서울,1,18,-1.8,,2.2,290,44,2.4,-12.4,1009.4,1020.3,0.2,0.01,0,0,,1709,,-1
108,서울,1,19,-2.5,,0.6,340,49,2.5,-11.7,1009.4,1020.3,,,,0,,1436,,-1.7
108,서울,1,20,-3.4,,1.1,270,51,2.4,-12.1,1009.6,1020.6,,,,,,1391,,-2.5
108,서울,1,21,-3.5,,0.9,320,53,2.5,-11.7,1009.6,1020.6,,,0,0,,1353,,-3.2
108,서울,1,22,-3.8,,1.3,290,53,2.4,-12,1009.7,1020.7,,,,0,,1300,,-3.8
108,서울,1,23,-3.6,,1.9,320,50,2.3,-12.5,1010.4,1021.4,,,,0,,1284,,-4.1
108,서울,1,0,-4.3,,1.6,290,52,2.3,-12.7,1010.7,1021.7,,,0,0,,1247,,-4.7
108,서울,1,1,-4.8,,1.2,290,54,2.3,-12.7,1010.7,1021.8,,,,,,1219,,-5.2
108,서울,1,2,-5.5,,1.4,270,56,2.3,-12.9,1011.1,1022.2,,,,0,,1285,,-5.7
108,서울,1,3,-5.6,,1,250,56,2.3,-13,1011.7,1022.8,,,0,0,,1367,,-5.9
108,서울,1,4,-5.9,,1.1,320,61,2.4,-12.2,1011.9,1023,,,0,0,,1260,,-6.3
108,서울,1,5,-6.1,,1,290,64,2.5,-11.8,1012,1023.1,,,0,0,,1231,,-6.6
108,서울,1,6,-6.5,,0.7,290,67,2.5,-11.6,1012.3,1023.4,,,0,0,,1175,,-6.8
108,서울,1,7,-6.6,,1,320,65,2.4,-12,1012.5,1023.7,,,0,0,,1320,,-6.9
108,서울,1,8,-6.5,,1.1,320,62,2.3,-12.5,1012.6,1023.7,0,0,0,0,,1503,,-6.9
108,서울,1,9,-5.8,,1.4,290,49,1.9,-14.8,1013.3,1024.4,0.6,0.16,0,0,,1728,,-5.2
108,서울,1,10,-3.5,,2,320,39,1.8,-15.4,1013.8,1024.8,1,0.54,0,0,,1946,,-2
108,서울,1,11,-1.6,,2.1,290,35,1.9,-15.1,1014,1025,1,0.87,0,0,,1812,,-0.2
108,서울,1,12,0,,2.3,270,35,2.1,-13.6,1013.8,1024.7,1,1.07,0,0,,1672,,0.4
108,서울,1,13,0.9,,2.4,290,28,1.8,-15.6,1013.1,1023.9,1,1.18,0,0,,1895,,1.5
108,서울,1,14,1.8,,2,290,29,2,-14.3,1012.4,1023.2,1,1.14,0,0,,1693,,2.3
108,서울,1,15,2.3,,2.2,290,27,1.9,-14.8,1012.1,1022.9,1,0.92,0,0,,1877,,1.6
108,서울,1,16,2.7,,2.2,290,27,2,-14.4,1012,1022.8,1,0.64,0,0,,1811,,-0.2
108,서울,1,17,1.1,,1.7,290,31,2.1,-14.1,1012.2,1023,1,0.26,0,0,,1989,,-0.2
108,서울,1,18,-0.6,,1.6,290,37,2.2,-13.5,1011.9,1022.8,0.2,0.01,0,0,,1797,,-0.8
108,서울,1,19,-1.2,,1.2,270,37,2.1,-14,1012.8,1023.7,,,,0,,1663,,-1.2
108,서울,1,20,-2.1,,1.1,290,41,2.1,-13.6,1013.7,1024.7,,,,0,,1578,,-2.2
108,서울,1,21,-2.5,,0.8,290,47,2.4,-12.2,1014,1025,,,0,0,,1495,,-2.9
108,서울,1,22,-2.6,,1.6,290,47,2.4,-12.3,1014.4,1025.4,,,,0,,1492,,-3.3
108,서울,1,23,-3.2,,0.8,320,50,2.4,-12.1,1014.4,1025.4,,,,0,,1429,,-4
108,서울,1,0,-3.8,,0.7,70,48,2.2,-13.2,1014.4,1025.5,,,0,0,,1574,,-4.6
108,서울,1,1,-3.9,,0.2,0,51,2.3,-12.5,1014.2,1025.3,,,,0,,1535,,-5.1
108,서울,1,2,-4.4,,0.3,0,53,2.3,-12.5,1013.8,1024.9,,,,0,,1594,,-5.6
108,서울,1,3,-4.8,,0.6,20,56,2.4,-12.2,1013.8,1024.9,,,0,0,,1505,,-5.9
108,서울,1,4,-5.1,,0.7,20,60,2.5,-11.6,1013.4,1024.5,,,0,0,,1377,,-6.2
108,서울,1,5,-5.6,,0.7,70,58,2.3,-12.5,1012.8,1023.9,,,2,0,,1350,,-6.3
108,서울,1,6,-5.5,,0.7,140,52,2.1,-13.8,1013.3,1024.4,,,4,0,,1503,,-6.2
108,서울,1,7,-5.6,,0.9,90,58,2.3,-12.5,1013.1,1024.2,,,7,0,,1368,,-6
108,서울,1,8,-5.3,,1.1,90,53,2.2,-13.4,1012.8,1023.9,0,0,3,0,,1411,,-6
108,서울,1,9,-3.8,,1.6,90,49,2.3,-12.9,1011.8,1022.8,0.5,0.18,8,0,,1371,,-3.6
108,서울,1,10,-1.8,,1.8,180,40,2.1,-13.6,1013.8,1024.8,1,0.48,8,0,,1555,,-1.2
108,서울,1,11,0.5,,1.4,160,35,2.2,-13.2,1013.4,1024.3,1,0.75,8,2,45,1558,,0
108,서울,1,12,1.1,,0.9,230,34,2.3,-13,1012.6,1023.4,0.6,0.6,9,5,46,1455,,0.4
108,서울,1,13,1.4,,0.8,340,34,2.3,-12.7,1011.3,1022.1,0,0.5,10,10,38,1394,,0.7
108,서울,1,14,1.9,,0.7,340,32,2.3,-13,1010.3,1021.1,0,0.41,10,10,34,1368,,1
108,서울,1,15,2.7,,0.9,110,31,2.3,-12.7,1009.4,1020.1,0,0.43,10,10,30,1603,,1
108,서울,1,16,2.6,,1,90,32,2.4,-12.4,1009.1,1019.8,0,0.27,9,9,30,1381,,0.8
108,서울,1,17,2.3,,0.2,0,33,2.4,-12.3,1009.5,1020.2,0,0.13,10,10,30,1515,,-0.1
108,서울,1,18,1.8,,1.2,70,34,2.4,-12.4,1008.7,1019.5,0,0,10,10,27,1518,,0
108,서울,1,19,1.6,,1,180,35,2.4,-12.2,1009.5,1020.3,,,,5,29,1419,,-0.1
108,서울,1,20,1.3,,0.4,0,38,2.6,-11.4,1009.2,1020,,,,10,29,1386,,-0.1
108,서울,1,21,1.2,,0.6,50,39,2.6,-11.2,1008.4,1019.2,,,9,9,30,1378,,-0.2
108,서울,1,22,1.1,,0.5,20,40,2.6,-11,1008.4,1019.2,,,,4,23,1305,,-0.2
108,서울,1,23,1.1,,0.6,320,39,2.6,-11.3,1008.1,1018.9,,,,5,26,1422,,-0.2
108,서울,1,0,0.9,,1.1,270,42,2.8,-10.5,1007.5,1018.3,,,10,10,26,1271,,-0.2
108,서울,1,1,0.9,,0.2,0,42,2.8,-10.5,1006.6,1017.4,,,,,19,1333,,-0.3
108,서울,1,2,0.8,,0.5,70,42,2.7,-10.6,1005.8,1016.6,,,,10,16,1275,,-0.3
108,서울,1,3,0.9,,0.4,0,43,2.8,-10.2,1005.2,1016,,,10,6,15,1261,,-0.3
108,서울,1,4,1,,0.8,270,43,2.8,-10.2,1004.7,1015.5,,,10,6,15,1253,,-0.3
108,서울,1,5,0.8,,1,290,42,2.7,-10.6,1003.7,1014.5,,,10,5,18,1394,,-0.4
108,서울,1,6,0.8,0,0.7,250,45,2.9,-9.8,1003.6,1014.4,,,10,6,10,1268,,-0.4
108,서울,1,7,0.7,,0.8,340,44,2.8,-10.1,1002.8,1013.5,,,10,4,17,1357,,-0.6
108,서울,1,8,0.7,,0.7,340,45,2.9,-9.9,1002.5,1013.2,0,0,10,10,22,1339,,-0.6
108,서울,1,9,0.8,,0.9,270,47,3,-9.2,1003.1,1013.8,0,0.05,10,3,18,1070,,-0.2
108,서울,1,10,1.3,,0.8,270,43,2.9,-9.9,1002.9,1013.6,0,0.16,10,10,28,971,,0
108,서울,1,11,1.7,,0.6,250,37,2.6,-11.4,1002.2,1012.9,0,0.23,9,6,35,1062,,0.1
108,서울,1,12,2.7,,2.7,290,33,2.4,-12,1001.1,1011.7,0.5,0.6,9,9,31,1281,,1.1
108,서울,1,13,3,,1.6,250,32,2.4,-12.1,1000,1010.6,0,0.38,10,10,30,1518,,1.3
108,서울,1,14,3.4,,1.4,290,31,2.4,-12.1,998.8,1009.4,0,0.36,10,10,30,1267,,1.8
108,서울,1,15,3.9,,1.8,270,33,2.7,-10.9,997.5,1008,0,0.39,9,9,30,1293,,2.2
108,서울,1,16,3.5,,1.7,230,36,2.8,-10.2,997.5,1008.1,0,0.16,10,8,11,1702,,0.5
108,서울,1,17,2.7,,2.8,270,50,3.7,-6.7,997.6,1008.2,0,0.06,10,7,9,1957,,0
108,서울,1,18,1.5,0,2.5,250,70,4.8,-3.3,997.6,1008.3,0,0,10,6,7,638,,0
108,서울,1,19,0.9,,1.6,230,88,5.8,-0.8,997.4,1008.1,,,10,6,6,290,,0
108,서울,1,20,1,,1.9,270,89,5.8,-0.6,997.6,1008.3,,,10,6,6,407,,0
108,서울,1,21,0.7,0.9,6.7,270,77,5,-2.8,998.2,1008.9,,,10,6,6,692,,0
108,서울,1,22,0.1,,4.6,290,68,4.2,-5.1,998.5,1009.2,,,7,7,10,740,,0
108,서울,1,23,-0.6,,4.2,270,62,3.6,-6.9,998.7,1009.4,,,,3,21,936,,-0.1
108,서울,1,0,-1.2,0,4.6,290,67,3.8,-6.5,998.7,1009.5,,,4,4,9,983,,-0.1
108,서울,1,1,-1.9,,5,290,69,3.7,-6.8,998.8,1009.6,,,9,9,7,791,,-0.2
108,서울,1,2,-2.9,,3.3,290,66,3.3,-8.3,999.3,1010.2,,,1,1,16,1515,,-0.4
108,서울,1,3,-3.4,0,3.2,270,67,3.2,-8.6,999.7,1010.6,,,1,1,12,1420,,-0.6
108,서울,1,4,-4.3,,4.4,290,59,2.6,-11.1,1000.3,1011.2,,,1,1,8,1451,,-0.9
108,서울,1,5,-5.1,,3.2,290,48,2,-14.4,1000.6,1011.6,,,0,0,,1821,,-1.4
108,서울,1,6,-5.6,,3.7,290,52,2.1,-13.9,1001,1012,,,0,0,,1785,,-1.9
108,서울,1,7,-5.9,,3.1,270,57,2.3,-13,1001.7,1012.7,,,1,1,11,1686,,-2.2
108,서울,1,8,-6,,3.2,290,64,2.5,-11.7,1002.6,1013.6,0,0,1,1,8,1384,,-2.5
108,서울,1,9,-6,,2.5,290,61,2.4,-12.3,1003.2,1014.2,0.4,0.13,0,0,,1547,,-2.3
108,서울,1,10,-4.8,,3,290,57,2.4,-12,1003.8,1014.8,1,0.47,1,1,9,1559,,-1.3
108,서울,1,11,-3.9,,4.5,290,51,2.3,-12.5,1004.1,1015.1,1,0.73,1,1,10,1746,,-0.5
108,서울,1,12,-2.7,,2.4,290,45,2.3,-13,1003.5,1014.4,1,1.05,1,1,11,1707,,-0.1
108,서울,1,13,-2.6,,4,290,45,2.3,-12.9,1003.2,1014.1,1,1.11,1,1,12,1663,,0
108,서울,1,14,-1.8,,3.7,290,45,2.4,-12.1,1003,1013.8,1,1.06,2,2,12,1922,,0.2
108,서울,1,15,-2.4,0,4.6,290,51,2.6,-11.1,1003.1,1014,0.8,0.46,7,7,8,1458,,0
108,서울,1,16,-2.4,,3.3,290,56,2.9,-9.9,1003.5,1014.4,1,0.35,8,8,9,1541,,0
108,서울,1,17,-2.9,,3.6,320,66,3.3,-8.3,1003.8,1014.7,1,0.23,7,7,6,743,,-0.2
108,서울,1,18,-3.8,0,1.7,320,58,2.7,-10.8,1004.1,1015,0.2,0.01,0,0,,1996,,-1
108,서울,1,19,-4.5,,0.6,290,57,2.5,-11.7,1004.3,1015.3,,,,0,,2000,,-1.8
108,서울,1,20,-4.9,,0.6,360,59,2.5,-11.6,1004.2,1015.2,,,,,15,1992,,-2.2
108,서울,1,21,-4.8,,0.9,320,59,2.5,-11.6,1003.9,1014.9,,,9,9,13,2000,,-2.1
108,서울,1,22,-4.2,,1.6,340,67,3,-9.4,1004,1015,,,10,7,8,503,,-2
108,서울,1,23,-4.9,,0.7,20,80,3.4,-7.8,1003.8,1014.8,,,10,7,6,690,,-2
108,서울,1,0,-5.2,0.5,0.8,360,82,3.4,-7.7,1003.6,1014.6,,,10,7,,152,,-1.9
108,서울,1,1,-5.6,,1.7,360,75,3,-9.3,1003.5,1014.5,,,7,7,10,1982,,-2
108,서울,1,2,-5.7,,1.2,290,72,2.9,-9.9,1004,1015,,,9,9,11,1925,,-2
108,서울,1,3,-6.1,0.3,1.1,320,70,2.7,-10.6,1004.5,1015.5,,,7,7,13,2000,,-2.4
108,서울,1,4,-6.6,,2.2,340,72,2.7,-10.8,1004.6,1015.7,,,0,0,,2000,,-2.9
108,서울,1,5,-7.3,,1.6,290,75,2.7,-10.9,1004.5,1015.6,,,0,0,,2000,,-3.3
108,서울,1,6,-7.7,,1.1,320,74,2.5,-11.5,1004.8,1015.9,,,0,0,,2000,,-3.6
108,서울,1,7,-8,,1.8,270,70,2.3,-12.5,1005.5,1016.6,,,0,0,,2000,,-3.9
108,서울,1,8,-7.9,,2.6,290,67,2.3,-12.9,1006.1,1017.2,0,0,0,0,,1896,,-4
108,서울,1,9,-7.7,,3.6,270,62,2.1,-13.7,1006.9,1018,0.5,0.13,0,0,,1637,,-3.6
108,서울,1,10,-6.9,,3.2,290,53,1.9,-14.8,1007.4,1018.5,1,0.52,0,0,,1576,,-2.3
108,서울,1,11,-6.4,,4.5,320,49,1.9,-15.3,1007.5,1018.6,1,0.86,0,0,,1759,,-1.2
108,서울,1,12,-5.6,,4.5,290,44,1.8,-15.9,1007,1018,1,1.1,0,0,,1830,,-0.5
108,서울,1,13,-5.1,,4.7,290,43,1.8,-15.7,1006.7,1017.7,1,1.18,0,0,,1901,,-0.2
108,서울,1,14,-5.3,,5.3,290,37,1.5,-17.7,1006.8,1017.8,1,1.05,1,1,14,2000,,-0.1
108,서울,1,15,-5.3,,4.8,290,33,1.4,-19,1007.1,1018.1,1,0.99,0,0,,2000,,-0.1
108,서울,1,16,-5.4,,3.9,290,30,1.2,-20.2,1007.5,1018.5,1,0.69,0,0,,2000,,-0.6
108,서울,1,17,-6.5,,4,320,34,1.3,-19.8,1008.5,1019.6,1,0.31,0,0,,2000,,-2.1
108,서울,1,18,-7.8,,4.5,320,32,1.1,-21.6,1009.2,1020.4,0.3,0.02,0,0,,2000,,-3.4
108,서울,1,19,-8.5,,2.9,290,35,1.1,-21.2,1010.4,1021.6,,,,0,,2000,,-4.4
